,54.37,54.37.XL,SM.54.26,SM.54.28,SM.54.45,SM.54.45.XL,52.42,52.42.XL,52.81,52.97,LP.22.20,LP.22.48,LP.22.48.XL,LP.22.50,LP.22.54,LP.22.54.XL,SM.52.91,NL.2,NL.2.XL,total_count
ID=maker-700_pilon-augustus-gene-4.69;Name=maker-700_pilon-augustus-gene-4.69,,,,,1,,,,1,1,,,1,,1,1,,,,6
ID=maker-414_pilon-exonerate_protein2genome-gene-13.4;Name=maker-414_pilon-exonerate_protein2genome-gene-13.4,,,,,1,,,,,,,,,,,,,,,1
ID=maker-600_pilon-snap-gene-3.73;Name=maker-600_pilon-snap-gene-3.73,,,,,1,1,,,,,,,,,,,,,,2
ID=augustus-600_pilon-processed-gene-3.56;Name=augustus-600_pilon-processed-gene-3.56,,,,,1,1,,,,,,,,,,,,,,2
ID=snap_masked-457_pilon-processed-gene-14.115;Name=snap_masked-457_pilon-processed-gene-14.115,,,,,1,,,,,,,,,1,,,,,,2
ID=maker-73014_pilon-augustus-gene-0.4;Name=maker-73014_pilon-augustus-gene-0.4,,,,,1,1,,,,,,1,,,,,,,,3
ID=maker-491_pilon-snap-gene-7.12;Name=maker-491_pilon-snap-gene-7.12,,,,,1,,1,,1,,,1,1,,,1,,,,6
ID=augustus_masked-482_pilon-processed-gene-8.146;Name=augustus_masked-482_pilon-processed-gene-8.146,,,,,1,1,,,,,,,,,,,,,,2
ID=snap-70638_pilon-processed-gene-0.81;Name=snap-70638_pilon-processed-gene-0.81,,,,,1,,,,1,,,,,,1,,,,1,4
ID=snap_masked-973_pilon-processed-gene-10.32;Name=snap_masked-973_pilon-processed-gene-10.32,,,,,1,,,,,,,,,,,,,,,1
ID=maker-74815_pilon-augustus-gene-0.2;Name=maker-74815_pilon-augustus-gene-0.2,,,,,1,1,1,,,,1,1,1,1,,,1,1,1,10
ID=maker-353_pilon-augustus-gene-77.139;Name=maker-353_pilon-augustus-gene-77.139,,,,,1,,,,,,,,,,,,,,,1
ID=augustus-71527_pilon-processed-gene-0.71;Name=augustus-71527_pilon-processed-gene-0.71,,,,,1,,,,1,,1,1,1,,1,1,1,,1,9
ID=snap-916_pilon-processed-gene-1.28;Name=snap-916_pilon-processed-gene-1.28,,,,,1,,,1,,,,,,,,,1,,,3
ID=maker-984_pilon-exonerate_est2genome-gene-10.59;Name=maker-984_pilon-exonerate_est2genome-gene-10.59,,,,,,1,,,,,,,,1,,,,,,2
ID=maker-984_pilon-exonerate_est2genome-gene-10.60;Name=maker-984_pilon-exonerate_est2genome-gene-10.60,,,,,,1,,,,,,,,,,,,,,1
ID=snap-1014_pilon-processed-gene-11.58;Name=snap-1014_pilon-processed-gene-11.58,,,,,,1,,,,,1,,,,,,1,,,3
ID=snap-445_pilon-processed-gene-150.10;Name=snap-445_pilon-processed-gene-150.10,,,,,,1,,,,,,,,,,,,,,1
ID=augustus_masked-445_pilon-abinit-gene-150.22;Name=augustus_masked-445_pilon-abinit-gene-150.22;score=0.56;target_length=9127476,,,,,,1,,,,,,,,,,,,,,1
ID=snap-920_pilon-processed-gene-50.18;Name=snap-920_pilon-processed-gene-50.18,,,,,,1,,,1,,1,,1,,1,,,,,5
ID=maker-74153_pilon-exonerate_est2genome-gene-0.16;Name=maker-74153_pilon-exonerate_est2genome-gene-0.16,,,,,,1,,,,,,,,,,,,,,1
ID=snap-375_pilon-processed-gene-7.1;Name=snap-375_pilon-processed-gene-7.1,,,,,,1,,,,,1,,,,,,,,1,3
ID=augustus_masked-438_pilon-processed-gene-33.28;Name=augustus_masked-438_pilon-processed-gene-33.28,,,,,,1,,,,,1,1,1,1,,,,,,5
ID=maker-875_pilon-snap-gene-1.0;Name=maker-875_pilon-snap-gene-1.0,,,,,,1,,,,1,,,,,,,,,,2
ID=augustus-299_pilon-processed-gene-26.61;Name=augustus-299_pilon-processed-gene-26.61,,,,,,1,,1,1,,1,,,1,1,,,,1,7
ID=augustus_masked-571_pilon-processed-gene-2.24;Name=augustus_masked-571_pilon-processed-gene-2.24,,,,,,1,1,,,,,1,1,1,,,,,1,6
ID=snap-459_pilon-processed-gene-11.139;Name=snap-459_pilon-processed-gene-11.139,,,,,,1,,1,1,,1,,,,1,1,,,1,7
ID=maker-316_pilon-snap-gene-32.96;Name=maker-316_pilon-snap-gene-32.96,,,,,,1,,,,,1,,,,,,,,,2
ID=maker-316_pilon-exonerate_protein2genome-gene-102.29;Name=maker-316_pilon-exonerate_protein2genome-gene-102.29,,,,,,1,1,1,1,,1,,,,,,1,1,1,8
ID=maker-772_pilon-augustus-gene-17.108;Name=maker-772_pilon-augustus-gene-17.108,,,,,,1,,,,,,,,,,,,,,1
ID=snap-679_pilon-processed-gene-5.28;Name=snap-679_pilon-processed-gene-5.28,,,,,,1,,,,,,,,,,,,,,1
ID=evm-449_pilon-processed-gene-4.29;Name=evm-449_pilon-processed-gene-4.29,,,,,,1,,,,,,,,,,,,,,1
ID=maker-266_pilon-snap-gene-83.99;Name=maker-266_pilon-snap-gene-83.99,,,,,,1,,,,,,,,,,,1,,,2
ID=snap-378_pilon-processed-gene-6.41;Name=snap-378_pilon-processed-gene-6.41,,,,,,1,,,,,,,,,,,,,,1
ID=maker-976_pilon-exonerate_protein2genome-gene-17.22;Name=maker-976_pilon-exonerate_protein2genome-gene-17.22,,,,,,1,1,,1,1,1,,,,1,1,,,,7
ID=evm-360_pilon-processed-gene-18.8;Name=evm-360_pilon-processed-gene-18.8,,,,,,1,,,,,,,,,,,,,,1
ID=maker-355_pilon-snap-gene-4.310;Name=maker-355_pilon-snap-gene-4.310,,,,,,1,,,,,1,1,,1,,,1,1,1,7
ID=maker-579_pilon-augustus-gene-14.38;Name=maker-579_pilon-augustus-gene-14.38,,,,,,1,,,1,,,,,,,1,,,1,4
ID=maker-418_pilon-augustus-gene-9.21;Name=maker-418_pilon-augustus-gene-9.21,,,,,,1,,,,,,,,,,,,,,1
ID=snap-262_pilon-processed-gene-1.29;Name=snap-262_pilon-processed-gene-1.29,,,,,,1,,,,1,,,,,,,,,,2
ID=maker-305_pilon-snap-gene-1.1;Name=maker-305_pilon-snap-gene-1.1,,,,,,1,,,,,,,,,,,,,,1
ID=snap-972_pilon-processed-gene-1.44;Name=snap-972_pilon-processed-gene-1.44,,,,,,,1,1,,,,,,1,,,,1,,4
ID=augustus_masked-984_pilon-processed-gene-15.45;Name=augustus_masked-984_pilon-processed-gene-15.45,,,,,,,1,1,,,,,,,,,,,,2
ID=maker-380_pilon-snap-gene-13.46;Name=maker-380_pilon-snap-gene-13.46,,,,,,,1,1,,,,,,,,,,,,2
ID=snap_masked-380_pilon-processed-gene-23.5;Name=snap_masked-380_pilon-processed-gene-23.5,,,,,,,1,1,1,,1,,,,,1,,,,5
ID=maker-380_pilon-augustus-gene-30.175;Name=maker-380_pilon-augustus-gene-30.175,,,,,,,1,,,,1,,,,,,,1,1,4
ID=maker-540_pilon-augustus-gene-2.80;Name=maker-540_pilon-augustus-gene-2.80,,,,,,,1,1,,,,,,,,,,,,2
ID=augustus_masked-923_pilon-processed-gene-14.63;Name=augustus_masked-923_pilon-processed-gene-14.63,,,,,,,1,1,,,,,,1,,,,,,3
ID=snap-750_pilon-processed-gene-0.55;Name=snap-750_pilon-processed-gene-0.55,,,,,,,1,1,1,1,,,,,1,1,,,,6
ID=snap_masked-501_pilon-processed-gene-2.52;Name=snap_masked-501_pilon-processed-gene-2.52,,,,,,,1,1,,,,,,,1,,,,,3
ID=maker-377_pilon-augustus-gene-20.66;Name=maker-377_pilon-augustus-gene-20.66,,,,,,,1,1,,1,,,,,1,,1,1,1,7
ID=augustus-377_pilon-processed-gene-58.14;Name=augustus-377_pilon-processed-gene-58.14,,,,,,,1,1,1,1,1,1,,1,1,1,,,,9
ID=snap-377_pilon-processed-gene-69.17;Name=snap-377_pilon-processed-gene-69.17,,,,,,,1,1,1,1,,,,,1,1,,,,6
ID=maker-428_pilon-augustus-gene-5.107;Name=maker-428_pilon-augustus-gene-5.107,,,,,,,1,,,1,,,,,,1,,,,3
ID=maker-428_pilon-augustus-gene-28.0;Name=maker-428_pilon-augustus-gene-28.0,,,,,,,1,1,1,,1,,,,1,1,,1,1,8
ID=snap-573_pilon-processed-gene-1.43;Name=snap-573_pilon-processed-gene-1.43,,,,,,,1,1,,1,,,,,1,1,,1,,6
ID=snap-867_pilon-processed-gene-34.83;Name=snap-867_pilon-processed-gene-34.83,,,,,,,1,,,,,,,,,,,,,1
ID=snap-867_pilon-processed-gene-53.15;Name=snap-867_pilon-processed-gene-53.15,,,,,,,1,1,,,,,,,,,,,,2
ID=evm-867_pilon-processed-gene-63.22;Name=evm-867_pilon-processed-gene-63.22,,,,,,,1,1,,,,,,,,,,1,1,4
ID=augustus_masked-889_pilon-processed-gene-2.76;Name=augustus_masked-889_pilon-processed-gene-2.76,,,,,,,1,1,,,1,,,,,,,,,3
ID=maker-385_pilon-snap-gene-6.16;Name=maker-385_pilon-snap-gene-6.16,,,,,,,1,1,1,1,1,,,1,1,1,,,,8
ID=maker-268_pilon-augustus-gene-32.38;Name=maker-268_pilon-augustus-gene-32.38,,,,,,,1,1,,,,1,1,,,,,1,,5
ID=maker-268_pilon-augustus-gene-58.90;Name=maker-268_pilon-augustus-gene-58.90,,,,,,,1,1,1,1,1,,,,1,1,1,,,8
ID=snap-268_pilon-processed-gene-66.22;Name=snap-268_pilon-processed-gene-66.22,,,,,,,1,1,,,1,,,,1,1,,,,5
ID=snap_masked-268_pilon-processed-gene-89.51;Name=snap_masked-268_pilon-processed-gene-89.51,,,,,,,1,1,1,,,,,1,1,1,,1,,7
ID=maker-445_pilon-snap-gene-106.12;Name=maker-445_pilon-snap-gene-106.12,,,,,,,1,,,,,,,,,,1,,,2
ID=snap_masked-920_pilon-processed-gene-23.2;Name=snap_masked-920_pilon-processed-gene-23.2,,,,,,,1,1,,,,,,,,,,1,,3
ID=augustus_masked-717_pilon-processed-gene-8.54;Name=augustus_masked-717_pilon-processed-gene-8.54,,,,,,,1,,1,,,,,,1,,1,,,4
ID=maker-991_pilon-exonerate_protein2genome-gene-7.67;Name=maker-991_pilon-exonerate_protein2genome-gene-7.67,,,,,,,1,1,,,,,,,,,,1,,3
ID=augustus-215_pilon-processed-gene-51.53;Name=augustus-215_pilon-processed-gene-51.53,,,,,,,1,1,,,,,,1,,,,,,3
ID=snap-72357_pilon-processed-gene-1.66;Name=snap-72357_pilon-processed-gene-1.66,,,,,,,1,,,,,1,1,1,,,,,,4
ID=maker-72357_pilon-snap-gene-1.15;Name=maker-72357_pilon-snap-gene-1.15,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,13
ID=augustus_masked-453_pilon-processed-gene-9.24;Name=augustus_masked-453_pilon-processed-gene-9.24,,,,,,,1,1,1,1,,,,,1,1,1,,,7
ID=augustus-453_pilon-processed-gene-14.10;Name=augustus-453_pilon-processed-gene-14.10,,,,,,,1,1,,,1,,,,,,1,,,4
ID=augustus-453_pilon-processed-gene-14.11;Name=augustus-453_pilon-processed-gene-14.11,,,,,,,1,1,,,,,,,,,,,,2
ID=maker-453_pilon-snap-gene-14.81;Name=maker-453_pilon-snap-gene-14.81,,,,,,,1,1,,,1,,,,,,1,1,,5
ID=snap-628_pilon-processed-gene-3.19;Name=snap-628_pilon-processed-gene-3.19,,,,,,,1,,,,,,,1,,,,,,2
ID=maker-446_pilon-snap-gene-9.77;Name=maker-446_pilon-snap-gene-9.77,,,,,,,1,,1,1,,1,1,,1,1,1,,,8
ID=snap-351_pilon-processed-gene-31.47;Name=snap-351_pilon-processed-gene-31.47,,,,,,,1,,,,1,1,1,1,,,,1,1,7
ID=maker-883_pilon-augustus-gene-2.53;Name=maker-883_pilon-augustus-gene-2.53,,,,,,,1,,,,,,,,,,,,,1
ID=snap-883_pilon-processed-gene-7.18;Name=snap-883_pilon-processed-gene-7.18,,,,,,,1,,,,,,,,,,,,,1
ID=maker-438_pilon-augustus-gene-28.17;Name=maker-438_pilon-augustus-gene-28.17,,,,,,,1,1,,1,,,,,,,,,,3
ID=maker-718_pilon-snap-gene-0.63;Name=maker-718_pilon-snap-gene-0.63,,,,,,,1,1,,,,,,,,,,,,2
ID=maker-718_pilon-snap-gene-0.70;Name=maker-718_pilon-snap-gene-0.70,,,,,,,1,1,,1,,,,,,1,,,,4
ID=maker-913_pilon-snap-gene-2.23;Name=maker-913_pilon-snap-gene-2.23,,,,,,,1,,,,1,,1,1,,,,1,,5
ID=snap-527_pilon-processed-gene-0.56;Name=snap-527_pilon-processed-gene-0.56,,,,,,,1,1,,,,,,1,,,,,,3
ID=maker-431_pilon-exonerate_protein2genome-gene-10.44;Name=maker-431_pilon-exonerate_protein2genome-gene-10.44,,,,,,,1,1,,,,1,,,,,,,,3
ID=maker-431_pilon-exonerate_est2genome-gene-10.2;Name=maker-431_pilon-exonerate_est2genome-gene-10.2,,,,,,,1,,,,,,,1,,,,,1,3
ID=maker-73666_pilon-exonerate_protein2genome-gene-0.42;Name=maker-73666_pilon-exonerate_protein2genome-gene-0.42,,,,,,,1,,,,,,,,,,,,,1
ID=maker-379_pilon-exonerate_est2genome-gene-9.0;Name=maker-379_pilon-exonerate_est2genome-gene-9.0,,,,,,,1,1,,,1,1,1,1,,,,,,6
ID=augustus-328_pilon-processed-gene-2.46;Name=augustus-328_pilon-processed-gene-2.46,,,,,,,1,1,1,1,,1,1,,1,1,,,,8
ID=snap-447_pilon-processed-gene-1.30;Name=snap-447_pilon-processed-gene-1.30,,,,,,,1,1,1,1,1,1,1,,1,1,,,,9
ID=maker-447_pilon-exonerate_est2genome-gene-2.8;Name=maker-447_pilon-exonerate_est2genome-gene-2.8,,,,,,,1,,,1,,,,1,1,1,,,,5
ID=maker-73289_pilon-augustus-gene-0.103;Name=maker-73289_pilon-augustus-gene-0.103,,,,,,,1,1,,,1,,,1,,,,,,4
ID=snap-299_pilon-processed-gene-10.229;Name=snap-299_pilon-processed-gene-10.229,,,,,,,1,,,,,,,,,,,,,1
ID=augustus-299_pilon-processed-gene-12.79;Name=augustus-299_pilon-processed-gene-12.79,,,,,,,1,1,,,,,,1,,,,,,3
ID=snap-299_pilon-processed-gene-13.36;Name=snap-299_pilon-processed-gene-13.36,,,,,,,1,1,1,,,,1,1,1,,1,,,7
ID=maker-450_pilon-snap-gene-12.2;Name=maker-450_pilon-snap-gene-12.2,,,,,,,1,,,1,1,1,,1,1,1,,1,1,9
ID=maker-459_pilon-augustus-gene-13.4;Name=maker-459_pilon-augustus-gene-13.4,,,,,,,1,1,1,,,1,,,,,,,,4
ID=maker-459_pilon-snap-gene-17.47;Name=maker-459_pilon-snap-gene-17.47,,,,,,,1,1,,,,,,,,,1,,,3
ID=maker-345_pilon-exonerate_est2genome-gene-1.2;Name=maker-345_pilon-exonerate_est2genome-gene-1.2,,,,,,,1,1,1,,,,1,,,1,,,,5
ID=maker-345_pilon-exonerate_est2genome-gene-1.4;Name=maker-345_pilon-exonerate_est2genome-gene-1.4,,,,,,,1,1,1,,,,1,,,1,,,,5
ID=augustus-345_pilon-processed-gene-104.94;Name=augustus-345_pilon-processed-gene-104.94,,,,,,,1,,,,,,,,,,,,,1
ID=augustus-698_pilon-processed-gene-4.57;Name=augustus-698_pilon-processed-gene-4.57,,,,,,,1,1,,,,,,,,,1,,,3
ID=maker-371_pilon-exonerate_est2genome-gene-40.60;Name=maker-371_pilon-exonerate_est2genome-gene-40.60,,,,,,,1,,,,,,,,,,,,,1
ID=augustus-316_pilon-processed-gene-43.29;Name=augustus-316_pilon-processed-gene-43.29,,,,,,,1,1,,,,,,1,,,,,,3
ID=augustus-316_pilon-processed-gene-47.31;Name=augustus-316_pilon-processed-gene-47.31,,,,,,,1,,1,,,,,,1,1,,,,4
ID=augustus-316_pilon-processed-gene-57.33;Name=augustus-316_pilon-processed-gene-57.33,,,,,,,1,1,,,,1,1,1,,,1,,,6
ID=snap-316_pilon-processed-gene-58.56;Name=snap-316_pilon-processed-gene-58.56,,,,,,,1,,,,,,1,,,,,,,2
ID=maker-782_pilon-augustus-gene-0.224;Name=maker-782_pilon-augustus-gene-0.224,,,,,,,1,,,,,,,,,,,,,1
ID=maker-267_pilon-snap-gene-10.31;Name=maker-267_pilon-snap-gene-10.31,,,,,,,1,1,,,,,,,,,,,,2
ID=maker-267_pilon-augustus-gene-15.81;Name=maker-267_pilon-augustus-gene-15.81,,,,,,,1,1,1,,,,,,1,1,,,,5
ID=snap-267_pilon-processed-gene-18.154;Name=snap-267_pilon-processed-gene-18.154,,,,,,,1,1,,,1,1,1,1,,,,,,6
ID=snap-369_pilon-processed-gene-5.66;Name=snap-369_pilon-processed-gene-5.66,,,,,,,1,,,,,,,,,,,,1,2
ID=maker-369_pilon-snap-gene-8.89;Name=maker-369_pilon-snap-gene-8.89,,,,,,,1,1,,,,,,,,,,1,1,4
ID=snap_masked-933_pilon-processed-gene-2.73;Name=snap_masked-933_pilon-processed-gene-2.73,,,,,,,1,1,1,1,,,,,1,1,,,,6
ID=maker-770_pilon-augustus-gene-3.11;Name=maker-770_pilon-augustus-gene-3.11,,,,,,,1,,1,,,1,,1,,,,,,4
ID=maker-770_pilon-augustus-gene-7.90;Name=maker-770_pilon-augustus-gene-7.90,,,,,,,1,1,1,,,,,,1,1,,,,5
ID=snap_masked-770_pilon-processed-gene-22.31;Name=snap_masked-770_pilon-processed-gene-22.31,,,,,,,1,1,,,,,,,,,,,,2
ID=augustus-348_pilon-processed-gene-1.109;Name=augustus-348_pilon-processed-gene-1.109,,,,,,,1,,1,1,,,,,1,1,,,,5
ID=maker-348_pilon-snap-gene-10.76;Name=maker-348_pilon-snap-gene-10.76,,,,,,,1,1,1,1,,,1,,1,1,,1,,8
ID=augustus_masked-348_pilon-processed-gene-20.41;Name=augustus_masked-348_pilon-processed-gene-20.41,,,,,,,1,,,,,,,,,1,,,,2
ID=snap_masked-616_pilon-processed-gene-8.25;Name=snap_masked-616_pilon-processed-gene-8.25,,,,,,,1,1,,1,,,,,,,,,,3
ID=maker-414_pilon-snap-gene-7.68;Name=maker-414_pilon-snap-gene-7.68,,,,,,,1,1,,1,,,1,1,1,1,,1,,8
ID=maker-70872_pilon-exonerate_est2genome-gene-0.45;Name=maker-70872_pilon-exonerate_est2genome-gene-0.45,,,,,,,1,,,,,,,,,,1,,,2
ID=snap-300_pilon-processed-gene-8.44;Name=snap-300_pilon-processed-gene-8.44,,,,,,,1,,,,,,,,,,,,,1
ID=maker-300_pilon-augustus-gene-16.85;Name=maker-300_pilon-augustus-gene-16.85,,,,,,,1,1,,,,,,,,1,,1,1,5
ID=snap_masked-300_pilon-processed-gene-19.27;Name=snap_masked-300_pilon-processed-gene-19.27,,,,,,,1,1,,,,1,1,,,,1,,,5
ID=snap_masked-300_pilon-processed-gene-19.54;Name=snap_masked-300_pilon-processed-gene-19.54,,,,,,,1,1,1,1,1,1,,,1,1,,1,1,10
ID=maker-300_pilon-snap-gene-19.10;Name=maker-300_pilon-snap-gene-19.10,,,,,,,1,1,,,,,,,1,,,1,1,5
ID=maker-878_pilon-exonerate_est2genome-gene-8.61;Name=maker-878_pilon-exonerate_est2genome-gene-8.61,,,,,,,1,,1,,,1,1,,,1,,,1,6
ID=augustus_masked-878_pilon-processed-gene-10.141;Name=augustus_masked-878_pilon-processed-gene-10.141,,,,,,,1,,,,,,,,,,,,,1
ID=maker-266_pilon-exonerate_protein2genome-gene-12.49;Name=maker-266_pilon-exonerate_protein2genome-gene-12.49,,,,,,,1,,,1,,,,,,,,,,2
ID=maker-266_pilon-snap-gene-45.132;Name=maker-266_pilon-snap-gene-45.132,,,,,,,1,1,,,1,1,1,,,,1,,,6
ID=augustus-266_pilon-processed-gene-50.33;Name=augustus-266_pilon-processed-gene-50.33,,,,,,,1,1,,1,1,,,1,,,,1,,6
ID=snap-821_pilon-processed-gene-0.44;Name=snap-821_pilon-processed-gene-0.44,,,,,,,1,1,,1,1,,,,,,,,,4
ID=maker-74838_pilon-exonerate_est2genome-gene-4.29;Name=maker-74838_pilon-exonerate_est2genome-gene-4.29,,,,,,,1,,1,,,,,,1,1,,,,4
ID=snap-74838_pilon-processed-gene-4.271;Name=snap-74838_pilon-processed-gene-4.271,,,,,,,1,,1,,,,,,1,1,,,,4
ID=augustus-985_pilon-processed-gene-0.14;Name=augustus-985_pilon-processed-gene-0.14,,,,,,,1,1,,,,,,,,,,,,2
ID=maker-437_pilon-snap-gene-1.34;Name=maker-437_pilon-snap-gene-1.34,,,,,,,1,1,,,,,,,,,,,,2
ID=maker-598_pilon-snap-gene-0.148;Name=maker-598_pilon-snap-gene-0.148,,,,,,,1,1,1,1,,,,,,,,,,4
ID=snap-598_pilon-processed-gene-8.79;Name=snap-598_pilon-processed-gene-8.79,,,,,,,1,,,1,,1,1,1,,,,,,5
ID=maker-1025_pilon-augustus-gene-2.0;Name=maker-1025_pilon-augustus-gene-2.0,,,,,,,1,1,,,,,,,,,,,,2
ID=maker-440_pilon-exonerate_est2genome-gene-4.58;Name=maker-440_pilon-exonerate_est2genome-gene-4.58,,,,,,,1,1,,,,,,,,,,,,2
ID=augustus-440_pilon-processed-gene-4.86;Name=augustus-440_pilon-processed-gene-4.86,,,,,,,1,1,,,,,,,,,,,,2
ID=snap-869_pilon-processed-gene-2.26;Name=snap-869_pilon-processed-gene-2.26,,,,,,,1,1,,,,,,,,,,,,2
ID=augustus-313_pilon-processed-gene-12.76;Name=augustus-313_pilon-processed-gene-12.76,,,,,,,1,,,,,,,,,,1,,,2
ID=maker-73014_pilon-augustus-gene-0.61;Name=maker-73014_pilon-augustus-gene-0.61,,,,,,,1,1,,,,,,,,,,,,2
ID=maker-695_pilon-snap-gene-26.75;Name=maker-695_pilon-snap-gene-26.75,,,,,,,1,1,,1,,,,,,,,1,,4
ID=maker-378_pilon-augustus-gene-5.90;Name=maker-378_pilon-augustus-gene-5.90,,,,,,,1,,,,1,,,,,,1,,,3
ID=maker-378_pilon-exonerate_protein2genome-gene-5.64;Name=maker-378_pilon-exonerate_protein2genome-gene-5.64,,,,,,,1,1,,,1,,,,,,1,,,4
ID=snap-429_pilon-processed-gene-4.78;Name=snap-429_pilon-processed-gene-4.78,,,,,,,1,1,1,1,,,,,1,1,,,,6
ID=maker-686_pilon-augustus-gene-6.212;Name=maker-686_pilon-augustus-gene-6.212,,,,,,,1,1,1,,,,,,1,1,,,,5
ID=snap-606_pilon-processed-gene-9.11;Name=snap-606_pilon-processed-gene-9.11,,,,,,,1,1,,,,,,,,,,,,2
ID=augustus_masked-606_pilon-processed-gene-104.43;Name=augustus_masked-606_pilon-processed-gene-104.43,,,,,,,1,1,,,,,,,,,,,,2
ID=maker-606_pilon-snap-gene-104.19;Name=maker-606_pilon-snap-gene-104.19,,,,,,,1,1,,,,,,,,,,,,2
ID=augustus_masked-373_pilon-processed-gene-2.85;Name=augustus_masked-373_pilon-processed-gene-2.85,,,,,,,1,,,,,,,1,,,,,,2
ID=snap-264_pilon-processed-gene-12.68;Name=snap-264_pilon-processed-gene-12.68,,,,,,,1,,,,,,,,,,,,,1
ID=augustus-264_pilon-processed-gene-13.85;Name=augustus-264_pilon-processed-gene-13.85,,,,,,,1,1,,,,,,,,1,,1,,4
ID=augustus_masked-264_pilon-processed-gene-101.2;Name=augustus_masked-264_pilon-processed-gene-101.2,,,,,,,1,1,,1,1,1,1,1,,,1,,,8
ID=snap-315_pilon-processed-gene-11.61;Name=snap-315_pilon-processed-gene-11.61,,,,,,,1,1,,,,,,,,,,,,2
ID=snap_masked-976_pilon-processed-gene-1.24;Name=snap_masked-976_pilon-processed-gene-1.24,,,,,,,1,1,,,1,1,1,1,,,,,,6
ID=augustus-976_pilon-processed-gene-5.2;Name=augustus-976_pilon-processed-gene-5.2,,,,,,,1,1,,,1,,,1,,,,1,1,6
ID=maker-976_pilon-snap-gene-10.88;Name=maker-976_pilon-snap-gene-10.88,,,,,,,1,1,,,,,,,,,,,,2
ID=maker-976_pilon-snap-gene-12.38;Name=maker-976_pilon-snap-gene-12.38,,,,,,,1,,,1,,,,,,,,,,2
ID=snap-360_pilon-processed-gene-75.18;Name=snap-360_pilon-processed-gene-75.18,,,,,,,1,1,1,1,,,,,1,1,1,,1,8
ID=evm-360_pilon-processed-gene-75.85;Name=evm-360_pilon-processed-gene-75.85,,,,,,,1,,,,,,,,1,,,,,2
ID=maker-360_pilon-exonerate_protein2genome-gene-92.0;Name=maker-360_pilon-exonerate_protein2genome-gene-92.0,,,,,,,1,1,,,,,,,,,,,,2
ID=snap-360_pilon-processed-gene-92.64;Name=snap-360_pilon-processed-gene-92.64,,,,,,,1,1,,,,,,,,,1,1,1,5
ID=maker-311_pilon-snap-gene-17.90;Name=maker-311_pilon-snap-gene-17.90,,,,,,,1,1,1,1,,,,,1,1,,,,6
ID=augustus-975_pilon-processed-gene-4.84;Name=augustus-975_pilon-processed-gene-4.84,,,,,,,1,1,,,,,,,,,,,,2
ID=snap-975_pilon-processed-gene-6.126;Name=snap-975_pilon-processed-gene-6.126,,,,,,,1,1,,,,,,,,,,,,2
ID=maker-975_pilon-exonerate_est2genome-gene-6.78;Name=maker-975_pilon-exonerate_est2genome-gene-6.78,,,,,,,1,1,,,,,,,,,,,,2
ID=snap-975_pilon-processed-gene-19.23;Name=snap-975_pilon-processed-gene-19.23,,,,,,,1,1,,,,,,,,,,,,2
ID=snap_masked-975_pilon-processed-gene-37.76;Name=snap_masked-975_pilon-processed-gene-37.76,,,,,,,1,,,1,1,,,,,,1,,,4
ID=maker-355_pilon-snap-gene-4.293;Name=maker-355_pilon-snap-gene-4.293,,,,,,,1,1,,,1,1,,,1,,,1,,6
ID=snap_masked-261_pilon-processed-gene-29.95;Name=snap_masked-261_pilon-processed-gene-29.95,,,,,,,1,1,,,,,,1,,,,,,3
ID=maker-261_pilon-augustus-gene-64.51;Name=maker-261_pilon-augustus-gene-64.51,,,,,,,1,,,,,,,,,,,,1,2
ID=maker-261_pilon-snap-gene-85.49;Name=maker-261_pilon-snap-gene-85.49,,,,,,,1,1,,,,1,1,,,,,,,4
ID=snap-460_pilon-processed-gene-3.20;Name=snap-460_pilon-processed-gene-3.20,,,,,,,1,,,,,,,,,,,,,1
ID=snap-370_pilon-processed-gene-2.66;Name=snap-370_pilon-processed-gene-2.66,,,,,,,1,,,,,,,,,,,,,1
ID=snap-370_pilon-processed-gene-8.54;Name=snap-370_pilon-processed-gene-8.54,,,,,,,1,1,,,,,,,,,1,,,3
ID=snap-370_pilon-processed-gene-8.56;Name=snap-370_pilon-processed-gene-8.56,,,,,,,1,1,,,,,,,,,,,,2
ID=maker-370_pilon-augustus-gene-10.26;Name=maker-370_pilon-augustus-gene-10.26,,,,,,,1,,,,,,,,,,1,,,2
ID=augustus-415_pilon-processed-gene-9.70;Name=augustus-415_pilon-processed-gene-9.70,,,,,,,1,,,,,1,1,,,,1,,1,5
ID=snap-358_pilon-processed-gene-13.28;Name=snap-358_pilon-processed-gene-13.28,,,,,,,1,1,,1,1,,,1,,,,,,5
ID=maker-358_pilon-snap-gene-58.133;Name=maker-358_pilon-snap-gene-58.133,,,,,,,1,1,,,,,,,,,,1,,3
ID=snap-579_pilon-processed-gene-0.84;Name=snap-579_pilon-processed-gene-0.84,,,,,,,1,1,,1,,,,,,,,,,3
ID=snap-579_pilon-processed-gene-2.114;Name=snap-579_pilon-processed-gene-2.114,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,,11
ID=maker-579_pilon-snap-gene-5.57;Name=maker-579_pilon-snap-gene-5.57,,,,,,,1,1,,,,,,,,,1,,,3
ID=snap-579_pilon-processed-gene-26.7;Name=snap-579_pilon-processed-gene-26.7,,,,,,,1,,,1,,,,,1,,,,,3
