tanoak	dnds	GO_annotations	signature_descriptions	interpro_descriptions
augustus-73666_pilon-processed-gene-6.16	NA	GO:0003689|GO:0005524|GO:0005663|GO:0006260|GO:0016887	Replication factor RFC1 C terminal domain, ATPase family associated with various cellular activities (AAA), BRCA1 C Terminus (BRCT) domain	DNA replication factor RFC1, C-terminal, ATPase, AAA-type, core, BRCT domain
maker-73666_pilon-augustus-gene-7.6	4.31698719618841	GO:0007275	YABBY protein	YABBY protein
maker-73666_pilon-augustus-gene-8.3	0.410763669561312	GO:0005515	IQ calmodulin-binding motif	IQ motif, EF-hand binding site
augustus_masked-73666_pilon-processed-gene-8.46	0.192185857733808	GO:0016020|GO:0016757	Core-2/I-Branching enzyme	Glycosyl transferase, family 14
maker-73666_pilon-augustus-gene-13.26	0.479650253402824	GO:0015743	Aluminium activated malate transporter	Aluminum-activated malate transporter
maker-73666_pilon-augustus-gene-16.4	0.574439414148117	GO:0009055	Plastocyanin-like domain	Phytocyanin domain
augustus-73666_pilon-processed-gene-19.86	0.609454846597805	GO:0005515	FHA domain	Forkhead-associated (FHA) domain
maker-73666_pilon-snap-gene-19.58	0.461684878642352	GO:0004672|GO:0005524|GO:0006468	Protein kinase domain	Protein kinase domain
maker-74196_pilon-augustus-gene-0.11	0.606061156378771	GO:0003677	B3 DNA binding domain	B3 DNA binding domain
augustus-379_pilon-processed-gene-0.88	0.550965530538754	GO:0008146	Sulfotransferase domain	Sulfotransferase domain
snap-379_pilon-processed-gene-0.52	1.08454155435669	GO:0008146	Sulfotransferase domain	Sulfotransferase domain
snap-379_pilon-processed-gene-1.37	NA	GO:0005515	SAM domain (Sterile alpha motif)	Sterile alpha motif domain
maker-379_pilon-augustus-gene-8.2	NA	GO:0016020	TLC domain	TRAM/LAG1/CLN8 homology domain
snap-379_pilon-processed-gene-11.69	0.230266068173483	GO:0016702	PCO_ADO	Cysteine oxygenase/2-aminoethanethiol dioxygenase
maker-379_pilon-snap-gene-12.52	0.25097595784194	GO:0016020	Tetraspanin family	Tetraspanin/Peripherin
snap-379_pilon-processed-gene-12.12	NA	GO:0003824|GO:0030151|GO:0030170	MOSC N-terminal beta barrel domain, MOSC domain	MOSC, N-terminal beta barrel, Molybdenum cofactor sulfurase, C-terminal
maker-379_pilon-snap-gene-14.6	0.383086475582556	GO:0003777|GO:0005524|GO:0007018|GO:0008017	Kinesin motor domain	Kinesin motor domain
maker-379_pilon-augustus-gene-14.83	0.402129122012705	GO:0009055	Plastocyanin-like domain	Phytocyanin domain
maker-379_pilon-augustus-gene-14.84	0.389255123548468	GO:0000413|GO:0003755	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
augustus-379_pilon-processed-gene-16.63	0.584454647829357	GO:0012511|GO:0016020	Oleosin	Oleosin
maker-328_pilon-snap-gene-1.1	NA	GO:0003723|GO:0046872	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), Zinc finger C-x8-C-x5-C-x3-H type (and similar)	RNA recognition motif domain, Zinc finger, CCCH-type
maker-328_pilon-snap-gene-6.80	NA	GO:0004672|GO:0005524|GO:0006468	Protein kinase domain	Protein kinase domain
augustus-328_pilon-processed-gene-6.29	0.115369653369817	GO:0005515|GO:0000413|GO:0003755	WD domain, G-beta repeat, Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	WD40 repeat, Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
maker-328_pilon-augustus-gene-13.11	0.272349289406848	GO:0006355|GO:0005515	TUP1-like enhancer of split, WD domain, G-beta repeat	TUP1-like enhancer of split, WD40 repeat
maker-328_pilon-snap-gene-13.70	0.336990794338164	GO:0003682	NF-kappa-B-activating protein C-terminal domain	NF-kappa-B-activating protein, C-terminal
augustus-328_pilon-processed-gene-14.27	NA	GO:0003950	Poly(ADP-ribose) polymerase catalytic domain, BRCA1 C Terminus (BRCT) domain, WGR domain, PADR1 (NUC008) domain	Poly(ADP-ribose) polymerase, catalytic domain, BRCT domain, WGR domain, PADR1 domain
maker-67920_pilon-snap-gene-0.2	0.333105736483655	GO:0003854|GO:0006694|GO:0016616	3-beta hydroxysteroid dehydrogenase/isomerase family	3-beta hydroxysteroid dehydrogenase/isomerase
maker-715_pilon-snap-gene-4.30	0.409250753946359	GO:0016757	Glycosyltransferase 61	Glycosyltransferase 61
augustus-715_pilon-processed-gene-5.9	0.454396237892085	GO:0008194	UDP-glucoronosyl and UDP-glucosyl transferase	UDP-glucuronosyl/UDP-glucosyltransferase
augustus_masked-422_pilon-processed-gene-0.0	0.727207785152573	GO:0030247	Wall-associated receptor kinase galacturonan-binding	Wall-associated receptor kinase, galacturonan-binding domain
maker-422_pilon-snap-gene-0.4	0.474452484236653	GO:0030247	Wall-associated receptor kinase C-terminal, Wall-associated receptor kinase galacturonan-binding	Wall-associated receptor kinase, C-terminal, Wall-associated receptor kinase, galacturonan-binding domain
augustus_masked-422_pilon-processed-gene-2.15	NA	GO:0016020|GO:0022857|GO:0055085	Sugar (and other) transporter	Major facilitator,  sugar transporter-like
augustus-422_pilon-processed-gene-13.33	0.396232992450313	GO:0015031	Regulator of Vps4 activity in the MVB pathway	Vacuolar protein sorting-associated protein Ist1
augustus_masked-422_pilon-processed-gene-17.48	0.387913981425644	GO:0003723	KH domain	K Homology domain, type 1
maker-422_pilon-snap-gene-37.72	NA	GO:0005509|GO:0009523|GO:0009654|GO:0015979|GO:0019898	Oxygen evolving enhancer protein 3 (PsbQ)	Oxygen-evolving enhancer protein 3
maker-71847_pilon-snap-gene-0.49	0.410465539222157	GO:0003697|GO:0005524|GO:0006281	recA bacterial DNA recombination protein	DNA recombination and repair protein RecA
maker-254011_pilon-snap-gene-0.0	0.358040974500811	GO:0004672|GO:0006468	Protein tyrosine and serine/threonine kinase, Ethylene-responsive protein kinase Le-CTR1	Serine-threonine/tyrosine-protein kinase, catalytic domain, -
maker-74848_pilon-snap-gene-0.13	1.27433517043177	GO:0016616|GO:0051287	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain, D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain, D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
snap_masked-74315_pilon-processed-gene-1.32	0.0670332126241002	GO:0005515	WD domain, G-beta repeat	WD40 repeat
augustus-202815_pilon-processed-gene-0.0	0.664988045555341	GO:0003824	Enoyl-CoA hydratase/isomerase	Enoyl-CoA hydratase/isomerase
maker-72792_pilon-snap-gene-2.39	0.683600490329713	GO:0005515	Ankyrin repeats (3 copies), Domain of unknown function, Ankyrin repeat	Ankyrin repeat, PGG domain
maker-68064_pilon-augustus-gene-0.9	NA	GO:0003924|GO:0005525	Ras family	Small GTPase
augustus-838_pilon-processed-gene-6.20	0.1637369338441	GO:0005515	WD domain, G-beta repeat, NLE (NUC135) domain	WD40 repeat, NLE
maker-838_pilon-snap-gene-8.84	1.55201037746472	GO:0003723	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	RNA recognition motif domain
maker-838_pilon-snap-gene-15.6	0.634663411163268	GO:0000166|GO:0004812|GO:0005524|GO:0006418	tRNA synthetases class I (I, L, M and V), Anticodon-binding domain of tRNA ligase, Domain of unknown function (DUF5915)	Aminoacyl-tRNA synthetase, class Ia, Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding, -
maker-838_pilon-snap-gene-16.79	0.205152469655697	GO:0003723	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	RNA recognition motif domain
maker-70762_pilon-snap-gene-0.12	NA	GO:0016788	GDSL-like Lipase/Acylhydrolase	GDSL lipase/esterase
snap_masked-870_pilon-processed-gene-0.75	1.14651274588682	GO:0003700|GO:0006355|GO:0043565	WRKY DNA -binding domain	WRKY domain
maker-870_pilon-snap-gene-4.1	0.126625408148151	GO:0046872	Zinc finger C-x8-C-x5-C-x3-H type (and similar)	Zinc finger, CCCH-type
augustus-635_pilon-processed-gene-1.93	0.139983400994447	GO:0004672|GO:0005524|GO:0006468	Protein kinase domain	Protein kinase domain
augustus_masked-635_pilon-processed-gene-2.79	NA	GO:0003735|GO:0005840|GO:0006412	Ribosomal Proteins L2, C-terminal domain	Ribosomal protein L2, C-terminal
maker-635_pilon-augustus-gene-3.14	NA	GO:0005515	Variant SH3 domain	SH3 domain
maker-635_pilon-snap-gene-4.80	0.269102735307432	GO:0005515|GO:0006364	WD domain, G-beta repeat, BOP1NT (NUC169) domain	WD40 repeat, BOP1, N-terminal domain
maker-635_pilon-augustus-gene-10.81	NA	GO:0003723	KH domain	K Homology domain, type 1
maker-433_pilon-snap-gene-14.157	0.874462582418486	GO:0016020|GO:0016760|GO:0030244	Cellulose synthase	Cellulose synthase
snap-433_pilon-processed-gene-17.29	0.445077890559109	GO:0005515	Glycogen recognition site of AMP-activated protein kinase, 5'-AMP-activated protein kinase beta subunit, interaction domain	AMP-activated protein kinase, glycogen-binding domain, Association with the SNF1 complex (ASC) domain
augustus-433_pilon-processed-gene-20.77	NA	GO:0008270	Zinc finger, ZZ type, Myb-like DNA-binding domain	Zinc finger, ZZ-type, SANT/Myb domain
maker-433_pilon-snap-gene-23.51	0.304633718106595	GO:0003723	Pumilio-family RNA binding repeat	Pumilio RNA-binding repeat
maker-433_pilon-snap-gene-27.110	NA	GO:0004842	HECT-domain (ubiquitin-transferase)	HECT domain
maker-68522_pilon-snap-gene-0.0	NA	GO:0004497|GO:0005506|GO:0016705|GO:0020037	Cytochrome P450	Cytochrome P450
augustus_masked-447_pilon-processed-gene-5.4	0.251716396421033	GO:0016746	Acyltransferase	Phospholipid/glycerol acyltransferase
maker-447_pilon-snap-gene-5.76	0.128689945270252	GO:0003676|GO:0005524	Helicase conserved C-terminal domain, Domain of unknown function (DUF4217), DEAD/DEAH box helicase	Helicase, C-terminal, Domain of unknown function DUF4217, DEAD/DEAH box helicase domain
augustus_masked-63980_pilon-processed-gene-0.7	0.794844104322709	GO:0004672|GO:0006468	Protein tyrosine and serine/threonine kinase	Serine-threonine/tyrosine-protein kinase, catalytic domain
maker-299_pilon-augustus-gene-2.196	NA	GO:0003723	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	RNA recognition motif domain
maker-299_pilon-augustus-gene-4.30	NA	GO:0003899|GO:0006351|GO:0046983	RNA polymerase Rpb3/RpoA insert domain, RNA polymerase Rpb3/Rpb11 dimerisation domain	DNA-directed RNA polymerase, insert domain, DNA-directed RNA polymerase, RpoA/D/Rpb3-type
maker-299_pilon-augustus-gene-6.131	0.476019349177759	GO:0009055	Plastocyanin-like domain	Phytocyanin domain
augustus-299_pilon-processed-gene-7.77	0.236301562197292	GO:0004672|GO:0005524|GO:0006468|GO:0030246	Protein kinase domain, Legume lectin domain	Protein kinase domain, Legume lectin domain
maker-299_pilon-snap-gene-10.50	0.393423269921587	GO:0004672|GO:0006468	Protein tyrosine and serine/threonine kinase	Serine-threonine/tyrosine-protein kinase, catalytic domain
maker-299_pilon-augustus-gene-11.0	NA	GO:0004672|GO:0006468	Protein tyrosine and serine/threonine kinase, zinc-binding in reverse transcriptase	Serine-threonine/tyrosine-protein kinase, catalytic domain, Reverse transcriptase zinc-binding domain
maker-299_pilon-snap-gene-13.0	NA	GO:0016020|GO:0030001|GO:0046873|GO:0055085	ZIP Zinc transporter	Zinc/iron permease
snap-299_pilon-processed-gene-20.37	0.420309957959891	GO:0003700|GO:0006355|GO:0043565	WRKY DNA -binding domain	WRKY domain
augustus_masked-299_pilon-processed-gene-26.63	0.219491522814599	GO:0005515	Ribosomal protein S8e, F-box-like	Ribosomal protein S8e/ribosomal biogenesis NSA2, F-box domain
snap-299_pilon-processed-gene-27.46	0.273425880327489	GO:0005515	Armadillo/beta-catenin-like repeat	Armadillo
maker-299_pilon-snap-gene-30.94	0.425047622204378	GO:0003677|GO:0003917|GO:0006265	Eukaryotic DNA topoisomerase I, DNA binding fragment, Eukaryotic DNA topoisomerase I, catalytic core, C-terminal topoisomerase domain	DNA topoisomerase I, DNA binding, eukaryotic-type, DNA topoisomerase I, catalytic core, eukaryotic-type, Topoisomerase I C-terminal domain
maker-450_pilon-snap-gene-0.0	NA	GO:0006952	Pathogenesis-related protein Bet v 1 family	Bet v I/Major latex protein
maker-450_pilon-augustus-gene-2.8	NA	GO:0005515	Tetratricopeptide repeat, Anaphase-promoting complex, cyclosome, subunit 3	Tetratricopeptide repeat 2, -, Tetratricopeptide repeat 1
maker-450_pilon-snap-gene-7.34	NA	GO:0005667|GO:0006355	E2F/DP family winged-helix DNA-binding domain, Transcription factor DP	E2F/DP family, winged-helix DNA-binding domain, Transcription factor DP, C-terminal
maker-450_pilon-augustus-gene-13.16	NA	GO:0005049|GO:0006886|GO:0031267	CRM1 C terminal, Importin-beta N-terminal domain, Exportin 1-like protein, Chromosome region maintenance or exportin repeat, CRM1 / Exportin repeat 2, CRM1 / Exportin repeat 3	Exportin-1, C-terminal, Importin-beta, N-terminal domain, Exportin-1/Importin-beta-like, Chromosome region maintenance repeat, Exportin-1, repeat 2, Exportin-1, repeat 3
augustus-95494_pilon-processed-gene-0.9	0.313348464626229	GO:0004672|GO:0005524|GO:0006468	Protein kinase domain	Protein kinase domain
snap_masked-806_pilon-processed-gene-0.37	0.451156284305434	GO:0009058|GO:0030170	Aminotransferase class I and II	Aminotransferase, class I/classII
augustus-70590_pilon-processed-gene-0.10	NA	GO:0046983|GO:0008171	Dimerisation domain, O-methyltransferase domain	Plant methyltransferase dimerisation, O-methyltransferase domain
augustus_masked-571_pilon-processed-gene-8.61	0.374618390202637	GO:0016020|GO:0016757	Core-2/I-Branching enzyme	Glycosyl transferase, family 14
maker-571_pilon-augustus-gene-13.80	0.446073069315437	GO:0046872	Heavy-metal-associated domain	Heavy metal-associated domain, HMA
snap-571_pilon-processed-gene-18.51	NA	GO:0003735|GO:0005840|GO:0006412	Ribosomal protein L22p/L17e	Ribosomal protein L22/L17
maker-571_pilon-snap-gene-24.68	0.739131115450567	GO:0008270	Protein of unknown function (DUF3675), RING-variant domain	Protein of unknown function DUF3675, Zinc finger, RING-CH-type
maker-571_pilon-snap-gene-29.72	NA	GO:0030976|GO:0003824|GO:0000287	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain, Thiamine pyrophosphate enzyme, C-terminal TPP binding domain, Thiamine pyrophosphate enzyme, central domain	Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain, Thiamine pyrophosphate enzyme, C-terminal TPP-binding, Thiamine pyrophosphate enzyme, central domain
maker-571_pilon-snap-gene-31.34	1.4617778492804	GO:0003677	Core histone H2A/H2B/H3/H4	Histone H2A/H2B/H3
snap_masked-74438_pilon-processed-gene-0.11	0.576352354396873	GO:0004568|GO:0006032|GO:0016998|GO:0008061	Chitinase class I, Chitin recognition protein	Glycoside hydrolase, family 19, catalytic, Chitin-binding, type 1
maker-578_pilon-snap-gene-0.53	0.845177035025622	GO:0009055	Plastocyanin-like domain	Phytocyanin domain
evm-578_pilon-processed-gene-1.37	NA	GO:0004601|GO:0006979|GO:0020037	Peroxidase	Haem peroxidase
maker-578_pilon-augustus-gene-2.0	NA	GO:0003723	La domain, RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	La-type HTH domain, RNA recognition motif domain
snap-578_pilon-processed-gene-3.90	0.399261812090897	GO:0003723	KH domain	K Homology domain, type 1
maker-459_pilon-snap-gene-2.1	0.307773614678973	GO:0003677	Hsp20/alpha crystallin family, ARID/BRIGHT DNA binding domain	Alpha crystallin/Hsp20 domain, ARID DNA-binding domain
maker-459_pilon-augustus-gene-4.6	NA	GO:0004650|GO:0005975	Glycosyl hydrolases family 28	Glycoside hydrolase, family 28
maker-459_pilon-snap-gene-7.95	NA	GO:0005509|GO:0005515	EF hand, Cytoskeletal-regulatory complex EF hand	EF-hand domain, EH domain
maker-459_pilon-snap-gene-10.51	0.212943523962069	GO:0005509	EF-hand domain pair	EF-hand domain
maker-459_pilon-snap-gene-11.271	NA	GO:0005515	Kelch motif	Kelch repeat type 1
snap-459_pilon-processed-gene-11.138	0.741094677387946	GO:0006508|GO:0008236	Subtilase family, Fibronectin type-III domain	Peptidase S8/S53 domain, Subtilisin-like protease, fibronectin type-III domain
maker-459_pilon-augustus-gene-15.148	0.315958994450847	GO:0003723	Alcohol dehydrogenase GroES-like domain, Zinc-binding dehydrogenase, KH domain	Alcohol dehydrogenase, N-terminal, Alcohol dehydrogenase-like, C-terminal, K Homology domain, type 1
snap-639_pilon-processed-gene-9.14	0.353261747907687	GO:0009733	Auxin responsive protein	Small auxin-up RNA
maker-345_pilon-snap-gene-3.27	0.244309698044042	GO:0003723	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	RNA recognition motif domain
maker-345_pilon-augustus-gene-4.63	NA	GO:0046872	Zinc finger C-x8-C-x5-C-x3-H type (and similar), CCCH-type zinc finger	Zinc finger, CCCH-type, E3 ligase, CCCH-type zinc finger
snap_masked-345_pilon-processed-gene-7.53	0.288831936023804	GO:0046983	bHLH-MYC and R2R3-MYB transcription factors N-terminal, Helix-loop-helix DNA-binding domain	Transcription factor MYC/MYB N-terminal, Myc-type, basic helix-loop-helix (bHLH) domain
maker-345_pilon-augustus-gene-7.27	0.182841353710335	GO:0004843|GO:0016579	Ubiquitin carboxyl-terminal hydrolase	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
augustus_masked-345_pilon-abinit-gene-12.19	0.213740690276931	GO:0016787	Peptidase dimerisation domain, Peptidase family M20/M25/M40	Peptidase M20, dimerisation domain, Peptidase M20
maker-345_pilon-snap-gene-15.39	0.474103489075372	GO:0051536	2Fe-2S iron-sulfur cluster binding domain	2Fe-2S ferredoxin-type iron-sulfur binding domain
maker-345_pilon-augustus-gene-16.71	0.58750472744269	GO:0005515	Leucine Rich Repeat, Leucine rich repeat	Leucine-rich repeat
maker-345_pilon-snap-gene-16.40	0.25508615406717	GO:0003677|GO:0006355	No apical meristem (NAM) protein	NAC domain
snap-345_pilon-processed-gene-23.160	0.346121162550031	GO:0003700|GO:0006355	AP2 domain	AP2/ERF domain
maker-345_pilon-snap-gene-23.88	0.581018022619804	GO:0004601|GO:0006979|GO:0020037	Peroxidase	Haem peroxidase
maker-345_pilon-augustus-gene-23.54	3.59159717744069	GO:0016020	Tetraspanin family	Tetraspanin/Peripherin
augustus-345_pilon-processed-gene-25.80	0.285567521042854	GO:0004857	Plant invertase/pectin methylesterase inhibitor	Pectinesterase inhibitor domain
maker-345_pilon-augustus-gene-28.36	0.251291972213304	GO:0005524|GO:0016887|GO:0004176|GO:0004252|GO:0006508	ATP-dependent protease La (LON) substrate-binding domain, ATPase family associated with various cellular activities (AAA), Lon protease (S16) C-terminal proteolytic domain	Lon protease, N-terminal domain, ATPase, AAA-type, core, Peptidase S16, Lon proteolytic domain
